title,current price,original price,rating,reviews,off percentage
"        HP 15, 13th Gen Intel Core i3-1315U (12GB DDR4, 512GB SSD) FHD, Anti-Glare, Micro-Edge, 15.6''/39.6cm, Win11, M365 Basic(1yr)* Office24, Silver, 1.59kg, fd0573TU, FHD Camera w/Shutter Laptop       ","35,490.",52721.0,4.0 out of 5 stars,643 ratings,-33%
"        Acer Aspire Lite, 12th Gen, Intel Core i7-12650H Processor, 16 GB/1TB, Full HD IPS, 15.6""/39.62 cm, Win 11 Home, MS Office, Pure Silver, 1.70 kg, AL15-52H, Backlit Keyboard, Thin and Light Laptop       ","58,990.",80999.0,3.9 out of 5 stars,547 ratings,-27%
"        Lenovo Ideapad Slim 3 13Th Gen Intel Core I5-13420H 15.3""(38.8Cm) WUXGA IPS Laptop(16GB RAM/512GB SSD/Windows 11/Office Home 2024/Backlit Keyboard/1Yr ADP Free/3 Mon. Game Pass/Grey/1.6Kg) 83K100C6IN       ","54,158.",85990.0,5.0 out of 5 stars,2 ratings,-37%
"        Lenovo Yoga Slim 7, Intel Core Ultra 7 155H, 16GB RAM, 512GB SSD, WUXGA-OLED 14""(35.5cm), Windows 11, Office Home 2024, Grey, 1.39Kg, 83CV009XIN, 400Nits, 2Wx4 Speakers, 1Yr ADP Free, AI PC       ","86,990.",125890.0,3.5 out of 5 stars,12 ratings,-31%
"        ASUS Vivobook 15, Intel Core i7 13th Gen 13620H, 16GB RAM, 512GB SSD, FHD 15.6"", Windows 11, Office Home 2024, Quiet Blue, 1.70kg, X1502VA-BQ838WS, Intel UHD iGPU, M365 Basic (1Year)* Laptop       ","58,990.",85990.0,3.7 out of 5 stars,60 ratings,-31%
"        HP Victus Gaming Laptop, 12th Gen Intel Core i7-12650H, 4GB RTX 3050 GPU, 15.6-inch (39.6 cm), FHD, IPS, 144Hz, 16GB DDR4, 1TB SSD, Backlit KB, B&O, Dual Speakers (MSO, Blue, 2.29 kg), fa1402TX       ","82,650.",125000.0,5.0 out of 5 stars,1 rating,-34%
"        Apple 2025 MacBook Air (15-inch, Apple M4 chip with 10-core CPU and 10-core GPU, 16GB Unified Memory, 512GB) - Starlight       ","1,39,990.",144900.0,4.6 out of 5 stars,65 ratings,-3%
"        Apple 2024 MacBook Air 15″ Laptop with M3 chip: 38.91 cm (15.3″) Liquid Retina Display, 24GB Unified Memory, 512GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera, Touch ID- Space Grey       ","1,67,990.",174900.0,5.0 out of 5 stars,1 rating,-4%
"        HP Victus Gaming Laptop, 12th Gen Intel Core i7-12650H, 4GB RTX 3050 GPU, 15.6-inch (39.6 cm), FHD, IPS, 144Hz, 16GB DDR4, 1TB SSD, Backlit KB, B&O, Dual Speakers (MSO, Silver, 2.29 kg), fa0187TX       ","79,560.",89999.0,4.7 out of 5 stars,8 ratings,-12%
"        MSI Katana A17 AI, AMD 8th Gen. Ryzen 9 8945HS,Built-in AI, 44CM Laptop(16GB/1TB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX4050, 6GB GDDR6/Black/2.6Kg), B8VE-884IN       ","93,990.",129990.0,4.4 out of 5 stars,54 ratings,-28%
